Prima Run,2.1248416900634766
1,2.079070568084717
2,2.080000400543213
3,2.076998233795166
4,2.0650007724761963
5,2.0759994983673096
6,2.0769999027252197
7,2.06499981880188
8,2.0799999237060547
9,2.096000909805298
10,2.0779998302459717
11,2.0609018802642822
12,2.0679991245269775
13,2.0751898288726807
14,2.0694851875305176
15,2.0688226222991943
16,2.0726966857910156
17,2.0730419158935547
18,2.071554183959961
19,2.0640475749969482
20,2.0753533840179443
21,2.095000743865967
22,2.074028968811035
23,2.079967975616455
24,2.09643816947937
25,2.066215753555298
26,2.0781612396240234
27,2.06618595123291
28,2.078979253768921
29,2.0689289569854736
30,2.071092128753662
Media,2.0749053796132406
Dev. Std.,0.008907278921657649
