Prima Run,2.4756412506103516
1,2.4288179874420166
2,2.398998975753784
3,2.3979995250701904
4,2.397001028060913
5,2.3889992237091064
6,2.3920021057128906
7,2.4019978046417236
8,2.4090001583099365
9,2.38800048828125
10,2.4341351985931396
11,2.4040746688842773
12,2.3897933959960938
13,2.3841700553894043
14,2.3769826889038086
15,2.3920860290527344
16,2.3808951377868652
17,2.413036346435547
18,2.40040922164917
19,2.3921499252319336
20,2.3974688053131104
21,2.396059274673462
22,2.4278454780578613
23,2.379917860031128
24,2.3811492919921875
25,2.385023355484009
26,2.3920111656188965
27,2.39380145072937
28,2.3984270095825195
29,2.383457660675049
30,2.3993310928344727
Media,2.3968347469965616
Dev. Std.,0.014194067565616374
