Prima Run,4.1781980991363525
1,2.1431567668914795
2,2.140998601913452
3,2.1370012760162354
4,2.131000280380249
5,2.135997772216797
6,2.1340017318725586
7,2.133998155593872
8,2.136000871658325
9,2.1269989013671875
10,2.128819465637207
11,2.1293742656707764
12,2.138467311859131
13,2.137981414794922
14,2.1399850845336914
15,2.13716721534729
16,2.1374616622924805
17,2.134577989578247
18,2.131983757019043
19,2.132974147796631
20,2.1306824684143066
21,2.1473309993743896
22,2.1258184909820557
23,2.1351935863494873
24,2.143806219100952
25,2.1382036209106445
26,2.1395530700683594
27,2.1234378814697266
28,2.148963689804077
29,2.135030746459961
30,2.1356210708618164
Media,2.135719617207845
Dev. Std.,0.005893814232308953
