Prima Run,0.42999696731567383
1,0.42999815940856934
2,0.43000030517578125
3,0.42799997329711914
4,0.4350016117095947
5,0.42799830436706543
6,0.428999662399292
7,0.4350013732910156
8,0.43199872970581055
9,0.43400001525878906
10,0.4330015182495117
11,0.43000006675720215
12,0.4269986152648926
13,0.42800235748291016
14,0.43599772453308105
15,0.4290006160736084
16,0.42799901962280273
17,0.4270021915435791
18,0.4259977340698242
19,0.42800235748291016
20,0.42800259590148926
21,0.4279952049255371
22,0.43000006675720215
23,0.4269979000091553
24,0.42600202560424805
25,0.4270009994506836
26,0.4269979000091553
27,0.4219985008239746
28,0.42600011825561523
29,0.4270000457763672
30,0.42600059509277344
Media,0.428899876276652
Dev. Std.,0.003166272148779898
