Prima Run,2.108480215072632
1,2.126832962036133
2,2.112802267074585
3,2.1170008182525635
4,2.1189980506896973
5,2.133999824523926
6,2.130000352859497
7,2.1110012531280518
8,2.124000072479248
9,2.121002435684204
10,2.115997552871704
11,2.1139402389526367
12,2.141155242919922
13,2.1167893409729004
14,2.1177985668182373
15,2.119389533996582
16,2.1067283153533936
17,2.1171159744262695
18,2.113022804260254
19,2.105940580368042
20,2.1041958332061768
21,2.119002103805542
22,2.1169753074645996
23,2.1140263080596924
24,2.1129982471466064
25,2.125000476837158
26,2.1170196533203125
27,2.1207919120788574
28,2.1124026775360107
29,2.118786334991455
30,2.1179981231689453
Media,2.1180904388427733
Dev. Std.,0.007838991096579711
